Time(s),Filtered_ECG(mV),R_Peak
-19.1872,-1.714067,0
-19.1832,-6.826416,0
-19.1792,-0.338547,0
-19.1752,9.720208,0
-19.1712,8.597011,0
-19.1672,-1.925895,0
-19.1632,-7.323979,0
-19.1592,-0.899658,0
-19.1552,8.986625,0
-19.1512,7.440529,0
-19.1472,-3.006077,0
-19.1382,-8.365019,0
-19.1371,-1.552529,0
-19.1351,8.439934,0
-19.1311,6.936381,0
-19.1267,-3.621757,0
-19.1227,-8.608916,0
-19.1197,-1.776231,0
-19.1157,8.004501,0
-19.1112,6.456287,0
-19.1077,-3.743669,0
-19.1027,-8.595844,0
-19.0987,-1.681956,0
-19.0947,8.295624,0
-19.0917,6.688936,0
-19.0869,-3.712019,0
-19.0829,-8.799128,0
-19.0789,-1.999608,0
-19.0749,8.204684,0
-19.0709,6.644010,0
-19.0669,-3.660567,0
-19.0575,-8.517721,0
-19.0565,-1.511444,0
-19.0545,8.104399,0
-19.0515,6.030952,0
-19.0465,-4.568633,0
-19.0431,-9.459557,0
-19.0391,-2.301278,0
-19.0347,7.792314,0
-19.0307,6.177028,0
-19.0267,-4.268173,0
-19.0227,-9.265725,0
-19.0187,-2.271866,0
-19.0147,7.727692,0
-19.0107,6.091730,0
-19.0072,-4.161253,0
-19.0032,-8.889300,0
-18.9996,-1.721569,0
-18.9953,7.976767,0
-18.9903,5.940809,0
-18.9803,-4.402577,0
-18.9793,-9.276571,0
-18.9793,-2.129284,0
-18.9750,7.588788,0
-18.9710,5.530791,0
-18.9670,-4.951783,0
-18.9627,-9.454732,0
-18.9587,-2.051056,0
-18.9547,7.799985,0
-18.9507,5.931011,0
-18.9465,-4.563038,0
-18.9432,-9.364692,0
-18.9392,-2.142812,0
-18.9352,7.661193,0
-18.9312,5.637035,0
-18.9272,-4.628257,0
-18.9232,-8.932063,0
-18.9171,-1.567183,0
-18.9071,8.105141,0
-18.9071,6.114869,0
-18.9061,-4.468044,0
-18.9031,-9.032661,0
-18.8985,-1.532446,0
-18.8951,8.217180,0
-18.8908,6.097637,0
-18.8866,-4.425003,0
-18.8826,-8.781559,0
-18.8786,-1.309756,0
-18.8746,8.324955,0
-18.8706,5.775692,0
-18.8666,-5.025617,0
-18.8626,-9.320197,0
-18.8586,-1.479476,0
-18.8546,8.243423,0
-18.8506,5.891024,0
-18.8466,-4.684605,0
-18.8426,-8.880426,0
-18.8366,-1.091729,0
-18.8266,8.543508,0
-18.8266,5.949468,0
-18.8254,-5.094380,0
-18.8224,-9.737256,0
-18.8184,-1.908732,0
-18.8144,7.983603,0
-18.8106,5.753944,0
-18.8069,-4.677194,0
-18.8029,-9.152611,0
-18.7989,-1.616271,0
-18.7949,7.924946,0
-18.7902,5.372153,0
-18.7862,-5.145566,0
-18.7822,-9.209730,0
-18.7782,-1.262076,0
-18.7742,8.177047,0
-18.7702,5.610037,0
-18.7669,-5.011526,0
-18.7609,-9.063510,0
-18.7495,-1.384033,0
-18.7495,8.012998,0
-18.7481,5.141266,0
-18.7461,-5.813951,0
-18.7421,-10.065333,0
-18.7381,-2.485102,0
-18.7341,6.902758,0
-18.7307,4.321282,0
-18.7267,-5.871032,0
-18.7222,-9.353260,0
-18.7182,-1.010629,0
-18.7145,8.609909,0
-18.7105,5.873479,0
-18.7070,-4.979313,0
-18.7030,-9.180729,0
-18.6990,-1.461269,0
-18.6946,7.914787,0
-18.6906,5.231068,0
-18.6865,-5.262219,0
-18.6825,-8.963608,0
-18.6735,-1.037655,0
-18.6735,8.079930,0
-18.6703,4.908329,0
-18.6668,-5.704736,0
-18.6626,-9.385657,0
-18.6588,-1.289888,0
-18.6545,8.418367,0
-18.6505,6.472223,0
-18.6465,-3.044037,0
-18.6425,-5.668207,0
-18.6385,3.065701,0
-18.6345,12.169720,0
-18.6305,8.116746,0
-18.6265,-4.051145,0
-18.6225,-8.980229,0
-18.6185,-1.450137,0
-18.6145,7.659875,0
-18.6099,4.424878,0
-18.6044,-6.107478,0
-18.5944,-9.679698,0
-18.5944,-1.449090,0
-18.5944,7.965620,0
-18.5904,4.721307,0
-18.5859,-5.952170,0
-18.5819,-9.444283,0
-18.5779,-0.989321,0
-18.5739,8.645964,0
-18.5699,5.606757,0
-18.5659,-4.963310,0
-18.5619,-8.658774,0
-18.5586,-1.013357,0
-18.5541,7.742245,0
-18.5501,4.304363,0
-18.5466,-6.237792,0
-18.5426,-9.497275,0
-18.5386,-1.222174,0
-18.5346,7.859299,0
-18.5296,4.374658,0
-18.5186,-6.241809,0
-18.5175,-9.468698,0
-18.5175,-0.995685,0
-18.5144,8.133073,0
-18.5104,4.653672,0
-18.5059,-6.286743,0
-18.5019,-9.647418,0
-18.4978,-1.110052,0
-18.4938,7.820400,0
-18.4905,4.220597,0
-18.4865,-6.671072,0
-18.4825,-9.992036,0
-18.4785,-1.761444,0
-18.4745,7.008377,0
-18.4705,3.479658,0
-18.4665,-6.970319,0
-18.4625,-10.075461,0
-18.4585,-1.484272,0
-18.4541,7.501226,0
-18.4500,3.788661,0
-18.4412,-6.849438,0
-18.4412,-9.932274,0
-18.4378,-1.144804,0
-18.4342,8.088865,0
-18.4302,4.289188,0
-18.4262,-6.115769,0
-18.4222,-8.941215,0
-18.4182,-0.103675,0
-18.4142,9.078994,0
-18.4102,5.353574,0
-18.4057,-5.380441,0
-18.4027,-8.314044,0
-18.3977,0.712425,0
-18.3937,10.199584,0
-18.3896,6.605902,0
-18.3866,-4.131075,0
-18.3816,-7.090478,0
-18.3786,1.697517,0
-18.3736,10.539739,0
-18.3696,6.605025,0
-18.3591,-4.108174,0
-18.3571,-7.032172,0
-18.3571,1.815896,0
-18.3541,10.893759,0
-18.3497,7.208560,0
-18.3457,-3.441136,0
-18.3423,-6.474160,0
-18.3379,2.190335,0
-18.3339,10.712645,0
-18.3299,6.473722,0
-18.3259,-4.405817,0
-18.3217,-7.309424,0
-18.3187,1.175848,0
-18.3143,9.867311,0
-18.3103,5.914496,0
-18.3058,-4.754742,0
-18.3018,-7.523630,0
-18.2968,1.297879,0
-18.2854,10.017538,0
-18.2854,5.585160,0
-18.2844,-5.438254,0
-18.2824,-8.367005,0
-18.2777,0.699159,0
-18.2736,9.547505,0
-18.2700,5.328218,0
-18.2660,-5.549421,0
-18.2620,-8.540592,0
-18.2582,0.067879,0
-18.2542,8.832093,0
-18.2502,4.737895,0
-18.2462,-5.811220,0
-18.2422,-8.272859,0
-18.2382,0.733569,0
-18.2342,9.309633,0
-18.2302,4.938705,0
-18.2262,-5.830036,0
-18.2216,-8.405196,0
-18.2176,0.576586,0
-18.2077,9.021935,0
-18.2072,4.286627,0
-18.2042,-6.470669,0
-18.2017,-8.499730,0
-18.1977,0.538667,0
-18.1937,9.195549,0
-18.1897,4.795221,0
-18.1857,-6.206791,0
-18.1817,-8.717659,0
-18.1777,0.549235,0
-18.1737,9.232511,0
-18.1697,4.862830,0
-18.1657,-5.712046,0
-18.1617,-8.077828,0
-18.1580,0.833583,0
-18.1533,9.147389,0
-18.1493,4.303328,0
-18.1440,-6.587922,0
-18.1390,-8.773128,0
-18.1380,0.508940,0
-18.1341,9.075744,0
-18.1301,4.517099,0
-18.1261,-6.325655,0
-18.1221,-8.533099,0
-18.1181,0.805938,0
-18.1138,9.236349,0
-18.1098,4.412395,0
-18.1061,-6.528845,0
-18.1021,-8.866913,0
-18.0981,0.375974,0
-18.0938,8.848485,0
-18.0895,4.484648,0
-18.0855,-5.950313,0
-18.0815,-7.954503,0
-18.0775,0.982087,0
-18.0735,8.939208,0
-18.0635,4.127294,0
-18.0635,-6.677768,0
-18.0615,-8.799110,0
-18.0575,0.428518,0
-18.0535,8.699574,0
-18.0493,4.012196,0
-18.0453,-6.469696,0
-18.0413,-8.266001,0
-18.0373,0.947538,0
-18.0343,8.935642,0
-18.0300,3.872727,0
-18.0260,-6.606291,0
-18.0220,-8.177079,0
-18.0177,1.267508,0
-18.0137,9.251607,0
-18.0097,4.019243,0
-18.0052,-6.987591,0
-18.0012,-8.918392,0
-17.9912,0.498232,0
-17.9912,8.697921,0
-17.9892,3.735448,0
-17.9862,-6.832524,0
-17.9819,-8.522987,0
-17.9779,0.948494,0
-17.9739,9.037419,0
-17.9700,4.036336,0
-17.9658,-6.586217,0
-17.9617,-8.181831,0
-17.9577,1.432979,0
-17.9537,9.426130,0
-17.9497,4.231641,0
-17.9457,-6.395278,0
-17.9417,-8.045978,0
-17.9377,1.547440,0
-17.9337,9.639352,0
-17.9287,4.182088,0
-17.9192,-6.810165,0
-17.9182,-8.746872,0
-17.9172,0.545152,0
-17.9132,8.183706,0
-17.9092,2.766477,0
-17.9057,-7.642487,0
-17.9017,-8.979438,0
-17.8977,0.902079,0
-17.8937,9.175302,0
-17.8897,4.119598,0
-17.8857,-6.380109,0
-17.8817,-7.822080,0
-17.8774,1.528932,0
-17.8734,9.150752,0
-17.8694,3.836393,0
-17.8654,-6.973408,0
-17.8604,-8.607835,0
-17.8486,1.109495,0
-17.8481,8.851249,0
-17.8481,3.465169,0
-17.8451,-7.172834,0
-17.8412,-8.644409,0
-17.8373,0.871444,0
-17.8329,8.353872,0
-17.8292,3.038823,0
-17.8249,-6.649518,0
-17.8209,-6.764672,0
-17.8169,4.406878,0
-17.8129,13.049474,0
-17.8094,7.525688,0
-17.8052,-3.972255,0
-17.8008,-6.567945,0
-17.7968,1.861301,0
-17.7938,8.520095,0
-17.7898,2.569705,0
-17.7848,-8.058640,0
-17.7748,-9.194519,0
-17.7748,0.723306,0
-17.7738,8.342447,0
-17.7688,2.749812,0
-17.7648,-7.888659,0
-17.7608,-8.996588,0
-17.7578,0.801994,0
-17.7528,8.266642,0
-17.7488,2.729550,0
-17.7448,-7.525499,0
-17.7408,-8.294566,0
-17.7368,1.770600,0
-17.7328,9.285330,0
-17.7288,3.195104,0
-17.7248,-7.842245,0
-17.7208,-9.264058,0
-17.7178,0.562458,0
-17.7131,8.262694,0
-17.7097,2.806393,0
-17.7052,-7.667407,0
-17.7012,-8.737119,0
-17.6972,1.142179,0
-17.6932,8.365993,0
-17.6892,2.456660,0
-17.6852,-8.138261,0
-17.6812,-9.050051,0
-17.6772,0.950279,0
-17.6732,8.275152,0
-17.6632,2.444855,0
-17.6632,-8.032259,0
-17.6612,-9.065262,0
-17.6572,0.510987,0
-17.6539,7.410856,0
-17.6486,1.404491,0
-17.6456,-9.000855,0
-17.6416,-9.545763,0
-17.6369,0.572495,0
-17.6329,7.738902,0
-17.6289,1.813513,0
-17.6247,-8.508018,0
-17.6207,-9.193224,0
-17.6165,0.789612,0
-17.6135,8.019729,0
-17.6085,2.045441,0
-17.6050,-8.324483,0
-17.6010,-8.897134,0
-17.5970,1.248825,0
-17.5870,8.684891,0
-17.5870,2.936313,0
-17.5850,-7.312087,0
-17.5810,-7.852815,0
-17.5770,2.009748,0
-17.5730,9.087213,0
-17.5686,3.077625,0
-17.5648,-6.959536,0
-17.5614,-6.806051,0
-17.5574,3.733021,0
-17.5533,10.809101,0
-17.5489,4.696140,0
-17.5449,-5.691201,0
-17.5409,-6.246313,0
-17.5367,4.124936,0
-17.5326,11.189928,0
-17.5287,4.834557,0
-17.5247,-5.744974,0
-17.5206,-6.054346,0
-17.5166,4.180401,0
-17.5074,10.942921,0
-17.5074,4.455005,0
-17.5049,-6.211057,0
-17.5009,-7.128489,0
-17.4965,3.052757,0
-17.4925,9.975351,0
-17.4892,3.629853,0
-17.4849,-6.772402,0
-17.4809,-7.058055,0
-17.4768,3.055480,0
-17.4728,9.514912,0
-17.4687,2.757529,0
-17.4652,-7.692315,0
-17.4612,-7.846561,0
-17.4572,2.587679,0
-17.4530,9.424685,0
-17.4486,2.791423,0
-17.4436,-7.575366,0
-17.4316,-7.549786,0
-17.4306,2.797069,0
-17.4306,9.574799,0
-17.4286,2.994748,0
-17.4246,-7.410080,0
-17.4206,-7.782093,0
-17.4166,2.282000,0
-17.4126,8.997306,0
-17.4086,2.600446,0
-17.4051,-7.665216,0
-17.4011,-7.579725,0
-17.3971,2.694833,0
-17.3931,9.259399,0
-17.3891,2.487986,0
-17.3851,-7.835195,0
-17.3811,-7.804801,0
-17.3771,2.826392,0
-17.3731,9.620167,0
-17.3691,3.031821,0
-17.3641,-7.306297,0
-17.3536,-7.396653,0
-17.3536,3.019589,0
-17.3526,9.540645,0
-17.3486,2.737733,0
-17.3446,-7.455412,0
-17.3406,-7.056800,0
-17.3366,3.750066,0
-17.3326,10.229399,0
-17.3281,3.079121,0
-17.3248,-7.413815,0
-17.3208,-7.375271,0
-17.3168,2.994018,0
-17.3128,9.414307,0
-17.3088,2.523972,0
-17.3051,-7.502800,0
-17.3007,-7.258794,0
-17.2967,3.124756,0
-17.2927,9.444700,0
-17.2882,2.735622,0
-17.2761,-7.392590,0
-17.2761,-7.264672,0
-17.2750,3.161127,0
-17.2730,9.397590,0
-17.2690,2.453102,0
-17.2650,-7.718758,0
-17.2610,-7.369676,0
-17.2570,3.168073,0
-17.2530,9.536432,0
-17.2490,2.469417,0
-17.2447,-7.937131,0
-17.2407,-7.688432,0
-17.2367,2.814067,0
-17.2327,9.243722,0
-17.2287,2.363258,0
-17.2241,-7.765052,0
-17.2206,-7.222830,0
-17.2166,3.332188,0
-17.2128,9.718103,0
-17.2078,2.609706,0
-17.1959,-7.686240,0
-17.1945,-7.193799,0
-17.1945,3.486182,0
-17.1925,9.892364,0
-17.1887,2.853901,0
-17.1844,-7.707676,0
-17.1804,-7.836959,0
-17.1764,2.322664,0
-17.1724,8.332681,0
-17.1684,1.391503,0
-17.1644,-8.264033,0
-17.1604,-7.263655,0
-17.1564,3.360344,0
-17.1524,9.336698,0
-17.1484,2.116623,0
-17.1441,-7.912399,0
-17.1407,-7.152799,0
-17.1367,3.373187,0
-17.1323,9.337144,0
-17.1213,2.316914,0
-17.1213,-7.680343,0
-17.1203,-7.001976,0
-17.1163,3.614557,0
-17.1123,9.358035,0
-17.1083,1.808325,0
-17.1048,-8.412810,0
-17.1008,-7.646913,0
-17.0968,3.124262,0
-17.0925,9.454444,0
-17.0884,3.135707,0
-17.0842,-5.744301,0
-17.0802,-3.954235,0
-17.0762,6.846253,0
-17.0722,11.882456,0
-17.0682,3.317263,0
-17.0642,-7.749036,0
-17.0602,-7.302188,0
-17.0562,3.375582,0
-17.0447,9.098855,0
-17.0437,1.572357,0
-17.0437,-8.508252,0
-17.0402,-7.378202,0
-17.0358,3.497546,0
-17.0318,9.049467,0
-17.0278,1.333633,0
-17.0243,-8.465486,0
-17.0198,-7.026699,0
-17.0158,3.926951,0
-17.0125,9.530159,0
-17.0081,2.044421,0
-17.0043,-7.957249,0
-16.9998,-7.047058,0
-16.9958,3.621860,0
-16.9918,9.105163,0
-16.9878,1.509995,0
-16.9844,-8.323083,0
-16.9783,-7.045518,0
-16.9673,3.984135,0
-16.9673,9.383933,0
-16.9663,1.689082,0
-16.9643,-8.353938,0
-16.9603,-7.204165,0
-16.9563,3.681179,0
-16.9523,9.095362,0
-16.9483,1.279582,0
-16.9443,-8.506731,0
-16.9403,-7.226095,0
-16.9363,3.809690,0
-16.9323,9.309748,0
-16.9283,1.346454,0
-16.9243,-8.842229,0
-16.9203,-7.540386,0
-16.9163,3.514529,0
-16.9123,9.066447,0
-16.9083,1.565996,0
-16.9038,-7.980142,0
-16.8988,-6.513336,0
-16.8888,4.149709,0
-16.8873,9.020347,0
-16.8873,0.672503,0
-16.8843,-9.171346,0
-16.8803,-7.478412,0
-16.8763,3.703123,0
-16.8723,9.051587,0
-16.8679,1.179087,0
-16.8639,-8.244266,0
-16.8599,-6.403322,0
-16.8559,4.768957,0
-16.8519,9.956907,0
-16.8479,2.008688,0
-16.8439,-7.661839,0
-16.8399,-5.817389,0
-16.8359,5.472094,0
-16.8329,10.673117,0
-16.8274,2.863647,0
-16.8224,-6.545147,0
-16.8124,-4.583209,0
-16.8114,6.721855,0
-16.8114,11.794334,0
-16.8084,3.697535,0
-16.8039,-6.011535,0
-16.8005,-4.273814,0
-16.7961,6.733205,0
-16.7921,11.445692,0
-16.7876,3.095785,0
-16.7838,-6.584694,0
-16.7803,-4.738144,0
-16.7758,6.268326,0
-16.7718,10.897236,0
-16.7678,2.453858,0
-16.7638,-7.371369,0
-16.7598,-5.687835,0
-16.7558,5.249300,0
-16.7518,9.964947,0
-16.7478,1.621589,0
-16.7428,-7.989179,0
-16.7318,-5.943018,0
-16.7318,5.055170,0
-16.7318,9.525661,0
-16.7278,1.210101,0
-16.7238,-8.537544,0
-16.7198,-6.599815,0
-16.7158,4.426699,0
-16.7122,8.842713,0
-16.7082,0.552028,0
-16.7037,-8.857523,0
-16.6997,-6.598861,0
-16.6957,4.620372,0
-16.6917,9.279734,0
-16.6877,0.804206,0
-16.6835,-8.951764,0
-16.6795,-6.841222,0
-16.6754,4.302835,0
-16.6714,8.982344,0
-16.6674,0.880477,0
-16.6631,-8.338174,0
-16.6535,-5.954124,0
-16.6535,5.083679,0
-16.6515,9.446768,0
-16.6473,0.997343,0
-16.6435,-8.281042,0
-16.6396,-5.810066,0
-16.6353,5.362619,0
-16.6317,9.649645,0
-16.6274,0.928361,0
-16.6234,-8.430946,0
-16.6194,-6.009899,0
-16.6154,5.205892,0
-16.6111,9.286821,0
-16.6081,0.442326,0
-16.6036,-9.006804,0
-16.5994,-6.509758,0
-16.5952,4.841649,0
-16.5918,9.123013,0
-16.5868,0.592026,0
-16.5759,-8.689231,0
-16.5749,-6.178872,0
-16.5749,5.123496,0
-16.5719,9.025137,0
-16.5679,0.215861,0
-16.5639,-9.227680,0
-16.5599,-6.701673,0
-16.5559,4.504452,0
-16.5519,8.482695,0
-16.5479,-0.304180,0
-16.5439,-9.532945,0
-16.5399,-6.704449,0
-16.5359,4.640704,0
-16.5319,8.826319,0
-16.5279,0.160346,0
-16.5234,-9.155524,0
-16.5198,-6.544401,0
-16.5151,5.019000,0
-16.5066,9.176786,0
-16.5014,0.473491,0
-16.4993,-8.688995,0
-16.4981,-6.143513,0
-16.4951,5.089219,0
-16.4918,9.158546,0
-16.4878,0.427093,0
-16.4838,-8.648428,0
-16.4798,-5.939023,0
-16.4758,5.116217,0
-16.4718,8.880156,0
-16.4678,0.070634,0
-16.4638,-9.115952,0
-16.4598,-6.329706,0
-16.4558,4.743463,0
-16.4514,8.410342,0
-16.4471,-0.417917,0
-16.4436,-9.120812,0
-16.4396,-5.520856,0
-16.4326,6.174561,0
-16.4212,10.009447,0
-16.4192,0.910840,0
-16.4182,-8.385417,0
-16.4182,-5.642504,0
-16.4152,5.235988,0
-16.4112,8.749644,0
-16.4082,-0.014191,0
-16.4037,-8.745138,0
-16.3992,-5.404355,0
-16.3958,5.902944,0
-16.3909,9.278015,0
-16.3869,0.064100,0
-16.3829,-8.962448,0
-16.3790,-5.976027,0
-16.3748,5.270718,0
-16.3718,9.333529,0
-16.3673,1.428546,0
-16.3629,-5.975055,0
-16.3589,-1.686318,0
-16.3525,9.908028,0
-16.3474,12.506670,0
-16.3464,1.955519,0
-16.3430,-8.328667,0
-16.3390,-5.966518,0
-16.3350,5.044367,0
-16.3310,8.312201,0
-16.3270,-0.936285,0
-16.3230,-9.464434,0
-16.3190,-5.948251,0
-16.3150,5.559131,0
-16.3110,8.918542,0
-16.3080,-0.449821,0
-16.3035,-9.367492,0
-16.2995,-6.174453,0
-16.2955,5.058921,0
-16.2915,8.086007,0
-16.2875,-0.993770,0
-16.2835,-9.400161,0
-16.2795,-5.881920,0
-16.2745,5.337118,0
-16.2631,8.411132,0
-16.2621,-0.628900,0
-16.2621,-9.143136,0
-16.2597,-5.661112,0
-16.2547,5.509353,0
-16.2517,8.408843,0
-16.2474,-0.913382,0
-16.2436,-9.340787,0
-16.2392,-5.440417,0
-16.2348,5.783974,0
-16.2308,8.616332,0
-16.2273,-0.888868,0
-16.2233,-9.731731,0
-16.2199,-6.026447,0
-16.2149,5.260966,0
-16.2108,8.082271,0
-16.2078,-1.292612,0
-16.2035,-9.662986,0
-16.1986,-5.732526,0
-16.1951,5.507690,0
-16.1889,8.275343,0
-16.1769,-1.089005,0
-16.1759,-9.374775,0
-16.1759,-5.314065,0
-16.1749,6.106043,0
-16.1709,8.540512,0
-16.1667,-1.170851,0
-16.1627,-9.849930,0
-16.1587,-5.668767,0
-16.1547,5.917210,0
-16.1507,8.555241,0
-16.1467,-0.948361,0
-16.1427,-9.422683,0
-16.1387,-5.486297,0
-16.1347,6.086651,0
-16.1307,9.160281,0
-16.1267,0.103911,0
-16.1227,-8.059065,0
-16.1187,-4.017699,0
-16.1145,7.325648,0
-16.1095,9.780149,0
-16.0982,0.286453,0
-16.0969,-7.687681,0
-16.0969,-3.281908,0
-16.0945,8.310972,0
-16.0914,10.935114,0
-16.0864,1.260786,0
-16.0834,-7.389526,0
-16.0784,-3.424903,0
-16.0754,8.040236,0
-16.0704,10.485145,0
-16.0664,0.838463,0
-16.0624,-7.318380,0
-16.0584,-3.125661,0
-16.0544,7.921453,0
-16.0504,9.790919,0
-16.0474,-0.295713,0
-16.0424,-8.836149,0
-16.0394,-4.971824,0
-16.0324,6.400538,0
-16.0205,8.582721,0
-16.0185,-1.140011,0
-16.0175,-9.471413,0
-16.0165,-5.252819,0
-16.0145,6.097712,0
-16.0104,8.189337,0
-16.0075,-1.651892,0
-16.0029,-9.975955,0
-15.9989,-5.706812,0
-15.9949,5.612219,0
-15.9909,7.681021,0
-15.9866,-1.970332,0
-15.9824,-9.901307,0
-15.9784,-5.567955,0
-15.9744,5.880788,0
-15.9704,7.948427,0
-15.9664,-1.928157,0
-15.9624,-10.090137,0
-15.9584,-5.704870,0
-15.9544,5.652179,0
-15.9434,8.062501,0
-15.9434,-1.425971,0
-15.9424,-9.170620,0
-15.9383,-4.692547,0
-15.9343,6.530856,0
-15.9303,8.540853,0
-15.9263,-1.293083,0
-15.9224,-9.201539,0
-15.9182,-4.698590,0
-15.9149,6.746250,0
-15.9109,8.689156,0
-15.9068,-1.120409,0
-15.9028,-8.978957,0
-15.8988,-4.302507,0
-15.8944,7.174580,0
-15.8904,9.070526,0
